apn,prod_nbr,pim_cls_desc,pim_ctgry_desc,pim_grp_desc,pim_prod_desc_lng,total_allowance_for_flyer,ctch_wt_ind,div_cnt,cust_cnt,ttl_pa,ttl_qty_shipped,pa_per_cs,ttl_wght_shipped,pa_per_lb,ttl_tgp,grss_tgp_cs,grss_tgp_lb,ttl_tgp_uom,ttl_pa_uom,ttl_qty_ordered,ttl_prd_allowance,ttl_prd_allwnc_uom,sell_prc_per_uom,dwacost_per_uom,tgppa_uom,tgppa_pls_prdctallwnc_uom,time_frame,qty_pre6,qty_pre5,qty_pre4,qty_pre3,qty_pre2,qty_pre1,qty_promo,qty_post1,qty_post2,qty_post3,cust_cnt_pre6,cust_cnt_pre5,cust_cnt_pre4,cust_cnt_pre3,cust_cnt_pre2,cust_cnt_pre1,cust_count_promo,cust_cnt_post1,cust_cnt_post2,cust_cnt_post3,qty_per_cust_pre6,qty_per_cust_pre5,qty_per_cust_pre4,qty_per_cust_pre3,qty_per_cust_pre2,qty_per_cust_pre1,qty_per_cust_promo,qty_per_cust_post1,qty_per_cust_post2,qty_per_cust_post3
9857871,9857871,"PRODUCE, FRESH","MELONS, FRESH","HONEYDEW, FRESH","HONEYDEW, 5-6 COUNT FRESH REF MELON",2,N,1,26,135.25000000,37.0000,3.655405,1028.60,0.131489,148.29000000,4.007838,0.144167,4.007838,3.655405,37.00,-74.00,-2.000000,20.103784,16.095946,7.663243,5.663243,2016nf7 (2weeks),14.0000,17.0000,30.0000,30.0000,24.0000,33.0000,26.0000,0.0000,0.0000,0.0000,5,7,10,9,12,14,19,1,0,0,2.800000,2.428571,3.000000,3.333333,2.000000,2.357143,1.368421,0.000000,0.000000,0.000000
8914830,8914830,DISPOSABLES,"STRAWS, STIRRERS, STEAK MARKERS, SKEWERS & OTHER",STRAWS,"STRAW, JUMBO 7.75"" TRANSLUCENT WRAPPED PAPER STANDARD PLASTIC BOX",4,N,2,34,797.99584966,36.0000,22.166551,438.12,1.821409,380.29000000,10.563611,0.868004,10.563611,22.166551,36.00,-144.00,-4.000000,61.462500,50.898889,32.730162,28.730162,2016nf7 (2weeks),11.3750,7.3333,13.0000,6.0833,11.4583,7.5417,24.2083,8.0000,12.1667,8.7500,11,8,12,6,13,8,22,6,12,9,1.034091,0.916663,1.083333,1.013883,0.881408,0.942713,1.100377,1.333333,1.013892,0.972222
6949101,6949101,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 80/20 4:1 HOMESTYLE .32"" THICK RAW IQF FROZEN",1.5,N,1,5,72.50000000,29.0000,2.500000,290.00,0.250000,158.40000000,5.462069,0.546207,5.462069,2.500000,29.00,-43.50,-1.500000,29.852414,24.390345,7.962069,6.462069,2016nf7 (2weeks),0.0000,0.0000,1.0000,0.0000,25.0000,0.0000,4.0000,21.0000,0.0000,0.0000,0,0,1,0,1,0,1,1,0,0,0.000000,0.000000,1.000000,0.000000,25.000000,0.000000,4.000000,21.000000,0.000000,0.000000
6305106,6305106,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, 15 COUNT FRESH REF MELON",2,N,1,13,101.56501044,28.0000,3.627322,420.00,0.241821,34.96593532,1.248783,0.083252,1.248783,3.627322,28.00,-56.00,-2.000000,22.426786,21.907143,4.876105,2.876105,2016nf7 (2weeks),4.0000,8.0000,12.0000,7.0000,6.0000,9.0000,18.0000,12.0000,13.0000,6.0000,3,7,6,4,4,5,9,8,7,6,1.333333,1.142857,2.000000,1.750000,1.500000,1.800000,2.000000,1.500000,1.857143,1.000000
5384409,5384409,"PRODUCE, FRESH","MELONS, FRESH","HONEYDEW, FRESH","HONEYDEW, FRESH REF MELON",2,N,3,17,84.60241167,26.0000,3.253939,722.80,0.117048,125.29000000,4.818846,0.173340,4.818846,3.253939,26.00,-52.00,-2.000000,24.484231,19.665385,8.072785,6.072785,2016nf7 (2weeks),7.0000,12.0000,6.0000,8.0000,12.0000,35.0000,18.0000,5.0000,13.0000,11.0000,5,5,4,6,7,9,11,4,6,6,1.400000,2.400000,1.500000,1.333333,1.714286,3.888889,1.636364,1.250000,2.166667,1.833333
5596820,5596820,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 80/20 4:1 HOMESTYLE RAW FROZEN",1.5,N,2,13,80.00000000,20.0000,4.000000,400.00,0.200000,195.76000000,9.788000,0.489400,9.788000,4.000000,20.00,-30.00,-1.500000,63.638000,53.850000,13.788000,12.288000,2016nf7 (2weeks),10.0000,8.0000,15.0000,10.0000,15.0000,11.0000,17.0000,8.0000,8.0000,7.0000,5,3,8,4,8,6,10,4,5,4,2.000000,2.666667,1.875000,2.500000,1.875000,1.833333,1.700000,2.000000,1.600000,1.750000
9462854,9462854,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 100% PURE 80/20 4:1 PUB 3/8"" THICK RAW IQF FROZEN SKY",1.5,N,1,9,64.84000287,19.0000,3.412632,190.00,0.341263,159.73000000,8.406842,0.840684,8.406842,3.412632,19.00,-28.50,-1.500000,36.613684,28.206842,11.819474,10.319474,2016nf7 (2weeks),4.0000,2.0000,7.0000,4.0000,6.0000,7.0000,10.0000,4.0000,4.0000,6.0000,4,2,5,3,3,4,5,3,2,3,1.000000,1.000000,1.400000,1.333333,2.000000,1.750000,2.000000,1.333333,2.000000,2.000000
1996339,1996339,PROCESSED MEAT,DELI & LUNCHEON MEATS,"SALAMI & DRY SAUSAGE OTHER, MEAT OR BEEF, BULK OR SLICED, REFRIGERATED","SALAMI, GENOA PORK BEEF STICK 6 LBA ALL NATURAL UNCURED REF DELI-FACED",0.25,Y,2,10,34.01928592,12.0000,2.834940,150.77,0.225637,63.16000000,5.263333,0.418916,0.418916,0.225637,12.00,-37.70,-0.250050,4.166943,3.748027,0.644553,0.394503,2016nf7 (2weeks),3.0000,4.0000,4.0000,8.0000,5.0000,5.0000,8.0000,4.0000,5.0000,5.0000,3,4,4,7,4,4,7,3,5,4,1.000000,1.000000,1.000000,1.142857,1.250000,1.250000,1.142857,1.333333,1.000000,1.250000
6369680,6369680,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 75/25 4:1 WIDE RAW FROZEN",1.5,N,1,5,17.00000000,10.0000,1.700000,100.00,0.170000,45.43000000,4.543000,0.454300,4.543000,1.700000,10.00,-15.00,-1.500000,27.755000,23.212000,6.243000,4.743000,2016nf7 (2weeks),9.0000,6.0000,6.0000,6.0000,3.0000,5.0000,7.0000,0.0000,7.0000,2.0000,3,2,2,2,2,2,3,0,1,2,3.000000,3.000000,3.000000,3.000000,1.500000,2.500000,2.333333,0.000000,7.000000,1.000000
1291574,1291574,"PRODUCE, FRESH","MELONS, FRESH","HONEYDEW, FRESH","HONEYDEW, FRESH REF MELON",2,N,1,6,30.37512148,9.0000,3.375013,234.00,0.129808,45.26000000,5.028889,0.193419,5.028889,3.375013,9.00,-18.00,-2.000000,20.252222,15.223333,8.403902,6.403902,2016nf7 (2weeks),5.0000,5.0000,3.0000,4.0000,4.0000,3.0000,5.0000,2.0000,2.0000,7.0000,3,3,2,2,3,2,3,1,1,2,1.666667,1.666667,1.500000,2.000000,1.333333,1.500000,1.666667,2.000000,2.000000,3.500000
5574769,5574769,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 80/20 4:1 ROUND RAW IQF FROZEN",1.5,N,1,3,7.20000000,4.0000,1.800000,40.00,0.180000,19.68000000,4.920000,0.492000,4.920000,1.800000,4.00,-6.00,-1.500000,31.095000,26.175000,6.720000,5.220000,2016nf7 (2weeks),3.0000,5.0000,3.0000,5.0000,4.0000,4.0000,4.0000,7.0000,3.0000,6.0000,2,2,2,3,3,3,3,3,3,3,1.500000,2.500000,1.500000,1.666667,1.333333,1.333333,1.333333,2.333333,1.000000,2.000000
