apn,prod_nbr,pim_cls_desc,pim_ctgry_desc,pim_grp_desc,pim_prod_desc_lng,total_allowance_for_flyer,ctch_wt_ind,div_cnt,cust_cnt,ttl_pa,ttl_qty_shipped,pa_per_cs,ttl_wght_shipped,pa_per_lb,ttl_tgp,grss_tgp_cs,grss_tgp_lb,ttl_tgp_uom,ttl_pa_uom,ttl_qty_ordered,ttl_prd_allowance,ttl_prd_allwnc_uom,sell_prc_per_uom,dwacost_per_uom,tgppa_uom,tgppa_pls_prdctallwnc_uom,time_frame,qty_pre6,qty_pre5,qty_pre4,qty_pre3,qty_pre2,qty_pre1,qty_promo,qty_post1,qty_post2,qty_post3,qty_post4,qty_post5,cust_cnt_pre6,cust_cnt_pre5,cust_cnt_pre4,cust_cnt_pre3,cust_cnt_pre2,cust_cnt_pre1,cust_count_promo,cust_cnt_post1,cust_cnt_post2,cust_cnt_post3,cust_cnt_post4,cust_cnt_post5,qty_per_cust_pre6,qty_per_cust_pre5,qty_per_cust_pre4,qty_per_cust_pre3,qty_per_cust_pre2,qty_per_cust_pre1,qty_per_cust_promo,qty_per_cust_post1,qty_per_cust_post2,qty_per_cust_post3
2521078,2521078,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 80/20 4:1 ROUND .41"" THICK RAW FROZEN",1.5,N,1,12,0.00000000,52.0000,0.000000,1040.00,0.000000,460.77000000,8.860962,0.443048,8.860962,0.000000,52.00,-78.00,-1.500000,61.155577,52.294615,8.860962,7.360962,2016nf7 (2weeks),0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
9857855,9857855,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, 9-12 COUNT FRESH REF MELON",2,N,1,31,185.00000000,52.0000,3.557692,2080.00,0.088942,292.79000000,5.630577,0.140764,5.630577,3.557692,52.00,-104.00,-2.000000,23.030577,17.400000,9.188269,7.188269,2016nf7 (2weeks),-3.0000,1.0000,0.0000,0.0000,0.0000,0.0000,11.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,0,0,0,0,10,0,0,0,0,0,-3.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.100000,0.000000,0.000000,0.000000
6950000,6950000,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 80/20 4:1 ROUND .3"" THICK RAW IQF FROZEN",1.5,N,1,12,90.30461243,45.0000,2.006769,450.00,0.200677,300.38000000,6.675111,0.667511,6.675111,2.006769,45.00,-67.50,-1.500000,30.928444,24.253333,8.681880,7.181880,2016nf7 (2weeks),0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
8384398,8384398,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, 15 COUNT FRESH REF MELON",2,N,1,26,134.25053996,41.0000,3.274403,615.00,0.218294,178.73000000,4.359268,0.290618,4.359268,3.274403,41.00,-82.00,-2.000000,25.603171,21.243902,7.633671,5.633671,2016nf7 (2weeks),1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,0,0,0,0,4,0,0,0,0,0,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
7384761,7384761,"PRODUCE, FRESH","ONIONS, FRESH","ONIONS, YELLOW, FRESH","ONION, YELLOW JUMBO FRESH REF",3,N,1,28,117.33075279,39.0000,3.008481,1950.00,0.060170,275.21000000,7.056667,0.141133,7.056667,3.008481,39.00,-117.00,-3.000000,29.998974,22.942308,10.065148,7.065148,2016nf7 (2weeks),0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0,7,0,0,0,0,0,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.142857,0.000000,0.000000,0.000000
7615339,7615339,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 80/20 4:1 HOMESTYLE WAFFLED RAW IQF FROZEN",1.5,N,1,17,129.68000574,38.0000,3.412632,380.00,0.341263,343.60000000,9.042105,0.904211,9.042105,3.412632,38.00,-57.00,-1.500000,35.924737,26.882632,12.454737,10.954737,2016nf7 (2weeks),0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,2,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.500000,0.000000,0.000000,0.000000
9857871,9857871,"PRODUCE, FRESH","MELONS, FRESH","HONEYDEW, FRESH","HONEYDEW, 5-6 COUNT FRESH REF MELON",2,N,1,26,135.25000000,37.0000,3.655405,1028.60,0.131489,148.29000000,4.007838,0.144167,4.007838,3.655405,37.00,-74.00,-2.000000,20.103784,16.095946,7.663243,5.663243,2016nf7 (2weeks),1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0,7,0,0,0,0,0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.428571,0.000000,0.000000,0.000000
8914830,8914830,DISPOSABLES,"STRAWS, STIRRERS, STEAK MARKERS, SKEWERS & OTHER",STRAWS,"STRAW, JUMBO 7.75"" TRANSLUCENT WRAPPED PAPER STANDARD PLASTIC BOX",4,N,2,34,797.99584966,36.0000,22.166551,438.12,1.821409,380.29000000,10.563611,0.868004,10.563611,22.166551,36.00,-144.00,-4.000000,61.462500,50.898889,32.730162,28.730162,2016nf7 (2weeks),0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,7,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
6949101,6949101,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 80/20 4:1 HOMESTYLE .32"" THICK RAW IQF FROZEN",1.5,N,1,5,72.50000000,29.0000,2.500000,290.00,0.250000,158.40000000,5.462069,0.546207,5.462069,2.500000,29.00,-43.50,-1.500000,29.852414,24.390345,7.962069,6.462069,2016nf7 (2weeks),0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,2,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,0.000000,0.000000,0.000000
6305106,6305106,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, 15 COUNT FRESH REF MELON",2,N,1,13,101.56501044,28.0000,3.627322,420.00,0.241821,34.96593532,1.248783,0.083252,1.248783,3.627322,28.00,-56.00,-2.000000,22.426786,21.907143,4.876105,2.876105,2016nf7 (2weeks),0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000
5384409,5384409,"PRODUCE, FRESH","MELONS, FRESH","HONEYDEW, FRESH","HONEYDEW, FRESH REF MELON",2,N,3,17,84.60241167,26.0000,3.253939,722.80,0.117048,125.29000000,4.818846,0.173340,4.818846,3.253939,26.00,-52.00,-2.000000,24.484231,19.665385,8.072785,6.072785,2016nf7 (2weeks),0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,4,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.250000,0.000000,0.000000,0.000000
5596820,5596820,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 80/20 4:1 HOMESTYLE RAW FROZEN",1.5,N,2,13,80.00000000,20.0000,4.000000,400.00,0.200000,195.76000000,9.788000,0.489400,9.788000,4.000000,20.00,-30.00,-1.500000,63.638000,53.850000,13.788000,12.288000,2016nf7 (2weeks),0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0,3,0,0,0,0,0,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
9462854,9462854,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 100% PURE 80/20 4:1 PUB 3/8"" THICK RAW IQF FROZEN SKY",1.5,N,1,9,64.84000287,19.0000,3.412632,190.00,0.341263,159.73000000,8.406842,0.840684,8.406842,3.412632,19.00,-28.50,-1.500000,36.613684,28.206842,11.819474,10.319474,2016nf7 (2weeks),0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,4,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000
1996339,1996339,PROCESSED MEAT,DELI & LUNCHEON MEATS,"SALAMI & DRY SAUSAGE OTHER, MEAT OR BEEF, BULK OR SLICED, REFRIGERATED","SALAMI, GENOA PORK BEEF STICK 6 LBA ALL NATURAL UNCURED REF DELI-FACED",0.25,Y,2,10,34.01928592,12.0000,2.834940,150.77,0.225637,63.16000000,5.263333,0.418916,0.418916,0.225637,12.00,-37.70,-0.250050,4.166943,3.748027,0.644553,0.394503,2016nf7 (2weeks),0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,3,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.333333,0.000000,0.000000,0.000000
6369680,6369680,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 75/25 4:1 WIDE RAW FROZEN",1.5,N,1,5,17.00000000,10.0000,1.700000,100.00,0.170000,45.43000000,4.543000,0.454300,4.543000,1.700000,10.00,-15.00,-1.500000,27.755000,23.212000,6.243000,4.743000,2016nf7 (2weeks),0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,2,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.500000,0.000000,0.000000,0.000000
1291574,1291574,"PRODUCE, FRESH","MELONS, FRESH","HONEYDEW, FRESH","HONEYDEW, FRESH REF MELON",2,N,1,6,30.37512148,9.0000,3.375013,234.00,0.129808,45.26000000,5.028889,0.193419,5.028889,3.375013,9.00,-18.00,-2.000000,20.252222,15.223333,8.403902,6.403902,2016nf7 (2weeks),0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,3,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.333333,0.000000,0.000000,0.000000
7326697,7326697,"PRODUCE, FRESH","ONIONS, FRESH","ONIONS, YELLOW, FRESH","ONION, YELLOW COLOSSAL 3 3/4""+ BAG FRESH REF",3,N,1,1,10.82182740,2.0000,5.410914,100.00,0.108218,10.88000000,5.440000,0.108800,5.440000,5.410914,2.00,-6.00,-3.000000,19.790000,14.350000,10.850914,7.850914,2016nf7 (2weeks),0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000
